Class,Field,Type,Description Rating,Has Example?
ExcelScript.ChartSeriesDimension,values,EnumField,Poor,false
ExcelScript.ChartSeriesDimension,xvalues,EnumField,Fine,false
ExcelScript.ChartSeriesDimension,yvalues,EnumField,Fine,false
ExcelScript.ChartSeriesFormat,N/A,Class,Poor,false
ExcelScript.ChartSeriesFormat,getFill(),Method,Fine,false
ExcelScript.ChartSeriesFormat,getLine(),Method,Poor,false
ExcelScript.ChartSplitType,N/A,Class,Missing,false
ExcelScript.ChartSplitType,splitByCustomSplit,EnumField,Missing,false
ExcelScript.ChartSplitType,splitByPercentValue,EnumField,Missing,false
ExcelScript.ChartSplitType,splitByPosition,EnumField,Missing,false
ExcelScript.ChartSplitType,splitByValue,EnumField,Missing,false
ExcelScript.ChartTextHorizontalAlignment,N/A,Class,Poor,false
ExcelScript.ChartTextHorizontalAlignment,center,EnumField,Missing,false
ExcelScript.ChartTextHorizontalAlignment,distributed,EnumField,Missing,false
ExcelScript.ChartTextHorizontalAlignment,justify,EnumField,Missing,false
ExcelScript.ChartTextHorizontalAlignment,left,EnumField,Missing,false
ExcelScript.ChartTextHorizontalAlignment,right,EnumField,Missing,false
ExcelScript.ChartTextVerticalAlignment,N/A,Class,Poor,false
ExcelScript.ChartTextVerticalAlignment,bottom,EnumField,Missing,false
ExcelScript.ChartTextVerticalAlignment,center,EnumField,Missing,false
ExcelScript.ChartTextVerticalAlignment,distributed,EnumField,Missing,false
ExcelScript.ChartTextVerticalAlignment,justify,EnumField,Missing,false
ExcelScript.ChartTextVerticalAlignment,top,EnumField,Missing,false
ExcelScript.ChartTickLabelAlignment,N/A,Class,Missing,false
ExcelScript.ChartTickLabelAlignment,center,EnumField,Missing,false
ExcelScript.ChartTickLabelAlignment,left,EnumField,Missing,false
ExcelScript.ChartTickLabelAlignment,right,EnumField,Missing,false
ExcelScript.ChartTitle,N/A,Class,Poor,false
ExcelScript.ChartTitle,getFormat(),Method,Fine,false
ExcelScript.ChartTitle,getHeight(),Method,Good,false
ExcelScript.ChartTitle,getHorizontalAlignment(),Method,Poor,false
ExcelScript.ChartTitle,getLeft(),Method,Good,false
ExcelScript.ChartTitle,getOverlay(),Method,Poor,false
ExcelScript.ChartTitle,getPosition(),Method,Good,false
ExcelScript.ChartTitle,getShowShadow(),Method,Fine,false
ExcelScript.ChartTitle,getSubstring(start,Method,Good,false
ExcelScript.ChartTitle,getText(),Method,Poor,false
ExcelScript.ChartTitle,getTextOrientation(),Method,Good,false
ExcelScript.ChartTitle,getTop(),Method,Good,false
ExcelScript.ChartTitle,getVerticalAlignment(),Method,Good,false
ExcelScript.ChartTitle,getVisible(),Method,Poor,false
ExcelScript.ChartTitle,getWidth(),Method,Good,false
ExcelScript.ChartTitle,setFormula(formula),Method,Fine,false
ExcelScript.ChartTitle,setHorizontalAlignment(horizontalAlignment),Method,Poor,false
ExcelScript.ChartTitle,setLeft(left),Method,Good,false
ExcelScript.ChartTitle,setOverlay(overlay),Method,Poor,false
ExcelScript.ChartTitle,setPosition(position),Method,Good,false
ExcelScript.ChartTitle,setShowShadow(showShadow),Method,Fine,false
ExcelScript.ChartTitle,setText(text),Method,Poor,false
ExcelScript.ChartTitle,setTextOrientation(textOrientation),Method,Good,false
ExcelScript.ChartTitle,setTop(top),Method,Good,false
ExcelScript.ChartTitle,setVerticalAlignment(verticalAlignment),Method,Good,false
ExcelScript.ChartTitle,setVisible(visible),Method,Poor,false
ExcelScript.ChartTitleFormat,N/A,Class,Fine,false
ExcelScript.ChartTitleFormat,getBorder(),Method,Fine,false
ExcelScript.ChartTitleFormat,getFill(),Method,Fine,false
ExcelScript.ChartTitleFormat,getFont(),Method,Fine,false
ExcelScript.ChartTitlePosition,N/A,Class,Poor,false
ExcelScript.ChartTitlePosition,automatic,EnumField,Missing,false
ExcelScript.ChartTitlePosition,bottom,EnumField,Missing,false
ExcelScript.ChartTitlePosition,left,EnumField,Missing,false
ExcelScript.ChartTitlePosition,right,EnumField,Missing,false
ExcelScript.ChartTitlePosition,top,EnumField,Missing,false
ExcelScript.ChartTrendline,N/A,Class,Fine,false
ExcelScript.ChartTrendline,delete(),Method,Poor,false
ExcelScript.ChartTrendline,getBackwardPeriod(),Method,Fine,false
ExcelScript.ChartTrendline,getFormat(),Method,Poor,false
ExcelScript.ChartTrendline,getForwardPeriod(),Method,Fine,false
ExcelScript.ChartTrendline,getIntercept(),Method,Poor,false
ExcelScript.ChartTrendline,getLabel(),Method,Poor,false
ExcelScript.ChartTrendline,getMovingAveragePeriod(),Method,Good,false
ExcelScript.ChartTrendline,getName(),Method,Good,false
ExcelScript.ChartTrendline,getPolynomialOrder(),Method,Good,false
ExcelScript.ChartTrendline,getShowEquation(),Method,Fine,false
ExcelScript.ChartTrendline,getShowRSquared(),Method,Fine,false
ExcelScript.ChartTrendline,getType(),Method,Poor,false
ExcelScript.ChartTrendline,setBackwardPeriod(backwardPeriod),Method,Fine,false
ExcelScript.ChartTrendline,setForwardPeriod(forwardPeriod),Method,Fine,false
ExcelScript.ChartTrendline,setIntercept(intercept),Method,Poor,false
ExcelScript.ChartTrendline,setMovingAveragePeriod(movingAveragePeriod),Method,Good,false
ExcelScript.ChartTrendline,setName(name),Method,Good,false
ExcelScript.ChartTrendline,setPolynomialOrder(polynomialOrder),Method,Good,false
ExcelScript.ChartTrendline,setShowEquation(showEquation),Method,Fine,false
ExcelScript.ChartTrendline,setShowRSquared(showRSquared),Method,Fine,false
ExcelScript.ChartTrendline,setType(type),Method,Poor,false
ExcelScript.ChartTrendlineFormat,N/A,Class,Poor,false
ExcelScript.ChartTrendlineFormat,getLine(),Method,Poor,false
ExcelScript.ChartTrendlineLabel,N/A,Class,Fine,false
ExcelScript.ChartTrendlineLabel,getAutoText(),Method,Fine,false
ExcelScript.ChartTrendlineLabel,getFormat(),Method,Poor,false
ExcelScript.ChartTrendlineLabel,getFormula(),Method,Fine,false
ExcelScript.ChartTrendlineLabel,getHeight(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getHorizontalAlignment(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getLeft(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getLinkNumberFormat(),Method,Fine,false
ExcelScript.ChartTrendlineLabel,getNumberFormat(),Method,Fine,false
ExcelScript.ChartTrendlineLabel,getText(),Method,Fine,false
ExcelScript.ChartTrendlineLabel,getTextOrientation(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getTop(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getVerticalAlignment(),Method,Good,false
ExcelScript.ChartTrendlineLabel,getWidth(),Method,Good,false
ExcelScript.ChartTrendlineLabel,setAutoText(autoText),Method,Fine,false
ExcelScript.ChartTrendlineLabel,setFormula(formula),Method,Fine,false
ExcelScript.ChartTrendlineLabel,setHorizontalAlignment(horizontalAlignment),Method,Good,false
ExcelScript.ChartTrendlineLabel,setLeft(left),Method,Good,false
ExcelScript.ChartTrendlineLabel,setLinkNumberFormat(linkNumberFormat),Method,Fine,false
ExcelScript.ChartTrendlineLabel,setNumberFormat(numberFormat),Method,Fine,false
ExcelScript.ChartTrendlineLabel,setText(text),Method,Fine,false
ExcelScript.ChartTrendlineLabel,setTextOrientation(textOrientation),Method,Good,false
ExcelScript.ChartTrendlineLabel,setTop(top),Method,Good,false
ExcelScript.ChartTrendlineLabel,setVerticalAlignment(verticalAlignment),Method,Good,false
ExcelScript.ChartTrendlineLabelFormat,N/A,Class,Poor,false
ExcelScript.ChartTrendlineLabelFormat,getBorder(),Method,Fine,false
ExcelScript.ChartTrendlineLabelFormat,getFill(),Method,Fine,false
ExcelScript.ChartTrendlineLabelFormat,getFont(),Method,Fine,false
ExcelScript.ChartTrendlineType,N/A,Class,Missing,false
ExcelScript.ChartTrendlineType,exponential,EnumField,Missing,false
ExcelScript.ChartTrendlineType,linear,EnumField,Missing,false
ExcelScript.ChartTrendlineType,logarithmic,EnumField,Missing,false
ExcelScript.ChartTrendlineType,movingAverage,EnumField,Missing,false
ExcelScript.ChartTrendlineType,polynomial,EnumField,Missing,false
ExcelScript.ChartTrendlineType,power,EnumField,Missing,false
ExcelScript.ChartType,N/A,Class,Missing,false
ExcelScript.ChartType,area,EnumField,Missing,false
ExcelScript.ChartType,areaStacked,EnumField,Missing,false
ExcelScript.ChartType,areaStacked100,EnumField,Missing,false
ExcelScript.ChartType,barClustered,EnumField,Missing,false
ExcelScript.ChartType,barOfPie,EnumField,Missing,false
ExcelScript.ChartType,barStacked,EnumField,Missing,false
ExcelScript.ChartType,barStacked100,EnumField,Missing,false
ExcelScript.ChartType,boxwhisker,EnumField,Missing,false
ExcelScript.ChartType,bubble,EnumField,Missing,false
ExcelScript.ChartType,bubble3DEffect,EnumField,Missing,false
ExcelScript.ChartType,columnClustered,EnumField,Missing,false
ExcelScript.ChartType,columnStacked,EnumField,Missing,false
ExcelScript.ChartType,columnStacked100,EnumField,Missing,false
ExcelScript.ChartType,coneBarClustered,EnumField,Missing,false
ExcelScript.ChartType,coneBarStacked,EnumField,Missing,false
ExcelScript.ChartType,coneBarStacked100,EnumField,Missing,false
ExcelScript.ChartType,coneCol,EnumField,Missing,false
ExcelScript.ChartType,coneColClustered,EnumField,Missing,false
ExcelScript.ChartType,coneColStacked,EnumField,Missing,false
ExcelScript.ChartType,coneColStacked100,EnumField,Missing,false
ExcelScript.ChartType,cylinderBarClustered,EnumField,Missing,false
ExcelScript.ChartType,cylinderBarStacked,EnumField,Missing,false
ExcelScript.ChartType,cylinderBarStacked100,EnumField,Missing,false
ExcelScript.ChartType,cylinderCol,EnumField,Missing,false
ExcelScript.ChartType,cylinderColClustered,EnumField,Missing,false
ExcelScript.ChartType,cylinderColStacked,EnumField,Missing,false
ExcelScript.ChartType,cylinderColStacked100,EnumField,Missing,false
ExcelScript.ChartType,doughnut,EnumField,Missing,false
ExcelScript.ChartType,doughnutExploded,EnumField,Missing,false
ExcelScript.ChartType,funnel,EnumField,Missing,false
ExcelScript.ChartType,histogram,EnumField,Missing,false
ExcelScript.ChartType,invalid,EnumField,Missing,false
ExcelScript.ChartType,line,EnumField,Missing,false
ExcelScript.ChartType,lineMarkers,EnumField,Missing,false
ExcelScript.ChartType,lineMarkersStacked,EnumField,Missing,false
ExcelScript.ChartType,lineMarkersStacked100,EnumField,Missing,false
ExcelScript.ChartType,lineStacked,EnumField,Missing,false
ExcelScript.ChartType,lineStacked100,EnumField,Missing,false
ExcelScript.ChartType,pareto,EnumField,Missing,false
ExcelScript.ChartType,pie,EnumField,Missing,false
ExcelScript.ChartType,pieExploded,EnumField,Missing,false
ExcelScript.ChartType,pieOfPie,EnumField,Missing,false
ExcelScript.ChartType,pyramidBarClustered,EnumField,Missing,false
ExcelScript.ChartType,pyramidBarStacked,EnumField,Missing,false
ExcelScript.ChartType,pyramidBarStacked100,EnumField,Missing,false
ExcelScript.ChartType,pyramidCol,EnumField,Missing,false
ExcelScript.ChartType,pyramidColClustered,EnumField,Missing,false
ExcelScript.ChartType,pyramidColStacked,EnumField,Missing,false
ExcelScript.ChartType,pyramidColStacked100,EnumField,Missing,false
ExcelScript.ChartType,radar,EnumField,Missing,false
ExcelScript.ChartType,radarFilled,EnumField,Missing,false
ExcelScript.ChartType,radarMarkers,EnumField,Missing,false
ExcelScript.ChartType,regionMap,EnumField,Missing,false
ExcelScript.ChartType,stockHLC,EnumField,Missing,false
ExcelScript.ChartType,stockOHLC,EnumField,Missing,false
ExcelScript.ChartType,stockVHLC,EnumField,Missing,false
ExcelScript.ChartType,stockVOHLC,EnumField,Missing,false
ExcelScript.ChartType,sunburst,EnumField,Missing,false
ExcelScript.ChartType,surface,EnumField,Missing,false
ExcelScript.ChartType,surfaceTopView,EnumField,Missing,false
ExcelScript.ChartType,surfaceTopViewWireframe,EnumField,Missing,false
ExcelScript.ChartType,surfaceWireframe,EnumField,Missing,false
ExcelScript.ChartType,treemap,EnumField,Missing,false
ExcelScript.ChartType,waterfall,EnumField,Missing,false
ExcelScript.ChartType,xyscatter,EnumField,Missing,false
ExcelScript.ChartType,xyscatterLines,EnumField,Missing,false
ExcelScript.ChartType,xyscatterLinesNoMarkers,EnumField,Missing,false
ExcelScript.ChartType,xyscatterSmooth,EnumField,Missing,false
ExcelScript.ChartType,xyscatterSmoothNoMarkers,EnumField,Missing,false
ExcelScript.ChartUnderlineStyle,N/A,Class,Missing,false
ExcelScript.ChartUnderlineStyle,none,EnumField,Missing,false
ExcelScript.ChartUnderlineStyle,single,EnumField,Missing,false
ExcelScript.ClearApplyTo,N/A,Class,Missing,true
ExcelScript.ClearApplyTo,all,EnumField,Missing,false
ExcelScript.ClearApplyTo,contents,EnumField,Poor,false
ExcelScript.ClearApplyTo,formats,EnumField,Poor,false
ExcelScript.ClearApplyTo,hyperlinks,EnumField,Fine,false
ExcelScript.ClearApplyTo,removeHyperlinks,EnumField,Fine,false
ExcelScript.ColorScaleConditionalFormat,N/A,Class,Poor,false
ExcelScript.ColorScaleConditionalFormat,getCriteria(),Method,Good,false
ExcelScript.ColorScaleConditionalFormat,getThreeColorScale(),Method,Fine,false
ExcelScript.ColorScaleConditionalFormat,setCriteria(criteria),Method,Good,false
ExcelScript.Comment,N/A,Class,Poor,false
ExcelScript.Comment,addCommentReply(content,Method,Poor,false
ExcelScript.Comment,delete(),Method,Poor,false
ExcelScript.Comment,getAuthorEmail(),Method,Poor,false
ExcelScript.Comment,getAuthorName(),Method,Poor,false
ExcelScript.Comment,getCommentReply(commentReplyId),Method,Poor,false
ExcelScript.Comment,getContent(),Method,Poor,false
ExcelScript.Comment,getContentType(),Method,Poor,false
ExcelScript.Comment,getCreationDate(),Method,Good,false
ExcelScript.Comment,getId(),Method,Poor,false
ExcelScript.Comment,getLocation(),Method,Poor,false
ExcelScript.Comment,getMentions(),Method,Fine,false
ExcelScript.Comment,getReplies(),Method,Fine,false
ExcelScript.Comment,getResolved(),Method,Good,false
ExcelScript.Comment,getRichContent(),Method,Good,false
ExcelScript.Comment,setContent(content),Method,Poor,false
ExcelScript.Comment,setResolved(resolved),Method,Good,false
ExcelScript.Comment,updateMentions(contentWithMentions),Method,Fine,false
ExcelScript.CommentMention,N/A,Class,Poor,false
ExcelScript.CommentMention,email,Method,Fine,false
ExcelScript.CommentMention,id,Method,Good,false
ExcelScript.CommentMention,name,Method,Fine,false
ExcelScript.CommentReply,N/A,Class,Poor,false
ExcelScript.CommentReply,delete(),Method,Poor,false
ExcelScript.CommentReply,getAuthorEmail(),Method,Poor,false
ExcelScript.CommentReply,getAuthorName(),Method,Poor,false
ExcelScript.CommentReply,getContent(),Method,Poor,false
ExcelScript.CommentReply,getContentType(),Method,Poor,false
ExcelScript.CommentReply,getCreationDate(),Method,Poor,false
ExcelScript.CommentReply,getId(),Method,Poor,false
ExcelScript.CommentReply,getLocation(),Method,Poor,false
ExcelScript.CommentReply,getMentions(),Method,Poor,false
ExcelScript.CommentReply,getParentComment(),Method,Poor,false
ExcelScript.CommentReply,getResolved(),Method,Good,false
ExcelScript.CommentReply,getRichContent(),Method,Good,false
ExcelScript.CommentReply,setContent(content),Method,Poor,false
ExcelScript.CommentReply,updateMentions(contentWithMentions),Method,Fine,false
ExcelScript.CommentRichContent,N/A,Class,Good,false
ExcelScript.CommentRichContent,mentions,Method,Fine,false
ExcelScript.CommentRichContent,richContent,Method,Fine,true
ExcelScript.ConditionalCellValueOperator,N/A,Class,Poor,false
ExcelScript.ConditionalCellValueOperator,between,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,equalTo,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,greaterThan,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,greaterThanOrEqual,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,invalid,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,lessThan,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,lessThanOrEqual,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,notBetween,EnumField,Missing,false
ExcelScript.ConditionalCellValueOperator,notEqualTo,EnumField,Missing,false
ExcelScript.ConditionalCellValueRule,N/A,Class,Poor,false
ExcelScript.ConditionalCellValueRule,formula1,Method,Fine,false
ExcelScript.ConditionalCellValueRule,formula2,Method,Fine,false
ExcelScript.ConditionalCellValueRule,operator,Method,Poor,false
ExcelScript.ConditionalColorScaleCriteria,N/A,Class,Poor,false
ExcelScript.ConditionalColorScaleCriteria,maximum,Method,Poor,false
ExcelScript.ConditionalColorScaleCriteria,midpoint,Method,Fine,false
ExcelScript.ConditionalColorScaleCriteria,minimum,Method,Poor,false
ExcelScript.ConditionalColorScaleCriterion,N/A,Class,Fine,false
ExcelScript.ConditionalColorScaleCriterion,color,Method,Fine,false
ExcelScript.ConditionalColorScaleCriterion,formula,Method,Fine,false
ExcelScript.ConditionalColorScaleCriterion,type,Method,Poor,false
ExcelScript.ConditionalDataBarAxisFormat,N/A,Class,Poor,false
ExcelScript.ConditionalDataBarAxisFormat,automatic,EnumField,Missing,false
ExcelScript.ConditionalDataBarAxisFormat,cellMidPoint,EnumField,Missing,false
ExcelScript.ConditionalDataBarAxisFormat,none,EnumField,Missing,false
ExcelScript.ConditionalDataBarDirection,N/A,Class,Poor,false
ExcelScript.ConditionalDataBarDirection,context,EnumField,Missing,false
ExcelScript.ConditionalDataBarDirection,leftToRight,EnumField,Missing,false
ExcelScript.ConditionalDataBarDirection,rightToLeft,EnumField,Missing,false
ExcelScript.ConditionalDataBarNegativeFormat,N/A,Class,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,getBorderColor(),Method,Good,false
ExcelScript.ConditionalDataBarNegativeFormat,getFillColor(),Method,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,getMatchPositiveBorderColor(),Method,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,getMatchPositiveFillColor(),Method,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,setBorderColor(borderColor),Method,Good,false
ExcelScript.ConditionalDataBarNegativeFormat,setFillColor(fillColor),Method,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,setMatchPositiveBorderColor(matchPositiveBorderColor),Method,Fine,false
ExcelScript.ConditionalDataBarNegativeFormat,setMatchPositiveFillColor(matchPositiveFillColor),Method,Fine,false
ExcelScript.ConditionalDataBarPositiveFormat,N/A,Class,Fine,false
ExcelScript.ConditionalDataBarPositiveFormat,getBorderColor(),Method,Good,false
ExcelScript.ConditionalDataBarPositiveFormat,getFillColor(),Method,Fine,false
ExcelScript.ConditionalDataBarPositiveFormat,getGradientFill(),Method,Poor,false
ExcelScript.ConditionalDataBarPositiveFormat,setBorderColor(borderColor),Method,Good,false
ExcelScript.ConditionalDataBarPositiveFormat,setFillColor(fillColor),Method,Fine,false
ExcelScript.ConditionalDataBarPositiveFormat,setGradientFill(gradientFill),Method,Poor,false
ExcelScript.ConditionalDataBarRule,N/A,Class,Poor,false
ExcelScript.ConditionalDataBarRule,formula,Method,Fine,false
ExcelScript.ConditionalDataBarRule,type,Method,Poor,false
ExcelScript.ConditionalFormat,N/A,Class,Fine,false
ExcelScript.ConditionalFormat,delete(),Method,Poor,false
ExcelScript.ConditionalFormat,getCellValue(),Method,Fine,false
ExcelScript.ConditionalFormat,getColorScale(),Method,Fine,true
ExcelScript.ConditionalFormat,getCustom(),Method,Fine,true
ExcelScript.ConditionalFormat,getDataBar(),Method,Fine,false
ExcelScript.ConditionalFormat,getIconSet(),Method,Fine,false
ExcelScript.ConditionalFormat,getId(),Method,Fine,false
ExcelScript.ConditionalFormat,getPreset(),Method,Good,false
ExcelScript.ConditionalFormat,getPriority(),Method,Good,false
ExcelScript.ConditionalFormat,getRange(),Method,Good,false
ExcelScript.ConditionalFormat,getRanges(),Method,Fine,false
ExcelScript.ConditionalFormat,getStopIfTrue(),Method,Good,false
ExcelScript.ConditionalFormat,getTextComparison(),Method,Good,false
ExcelScript.ConditionalFormat,getTopBottom(),Method,Good,false
ExcelScript.ConditionalFormat,getType(),Method,Good,false
ExcelScript.ConditionalFormat,setPriority(priority),Method,Good,false
ExcelScript.ConditionalFormat,setStopIfTrue(stopIfTrue),Method,Good,false
ExcelScript.ConditionalFormatColorCriterionType,N/A,Class,Poor,true
ExcelScript.ConditionalFormatColorCriterionType,formula,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,highestValue,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,invalid,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,lowestValue,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,number,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,percent,EnumField,Missing,false
ExcelScript.ConditionalFormatColorCriterionType,percentile,EnumField,Missing,false
ExcelScript.ConditionalFormatDirection,N/A,Class,Poor,false
ExcelScript.ConditionalFormatDirection,bottom,EnumField,Missing,false
ExcelScript.ConditionalFormatDirection,top,EnumField,Missing,false
ExcelScript.ConditionalFormatIconRuleType,N/A,Class,Poor,false
ExcelScript.ConditionalFormatIconRuleType,formula,EnumField,Missing,false
ExcelScript.ConditionalFormatIconRuleType,invalid,EnumField,Missing,false
ExcelScript.ConditionalFormatIconRuleType,number,EnumField,Missing,false
ExcelScript.ConditionalFormatIconRuleType,percent,EnumField,Missing,false
ExcelScript.ConditionalFormatIconRuleType,percentile,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,N/A,Class,Fine,false
ExcelScript.ConditionalFormatPresetCriterion,aboveAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,belowAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,blanks,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,duplicateValues,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,equalOrAboveAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,equalOrBelowAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,errors,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,invalid,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,lastMonth,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,lastSevenDays,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,lastWeek,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,nextMonth,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,nextWeek,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,nonBlanks,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,nonErrors,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,oneStdDevAboveAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,oneStdDevBelowAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,thisMonth,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,thisWeek,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,threeStdDevAboveAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,threeStdDevBelowAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,today,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,tomorrow,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,twoStdDevAboveAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,twoStdDevBelowAverage,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,uniqueValues,EnumField,Missing,false
ExcelScript.ConditionalFormatPresetCriterion,yesterday,EnumField,Missing,false
ExcelScript.ConditionalFormatRule,N/A,Class,Poor,false
ExcelScript.ConditionalFormatRule,getFormula(),Method,Fine,false
ExcelScript.ConditionalFormatRule,getFormulaLocal(),Method,Fine,false
ExcelScript.ConditionalFormatRule,setFormula(formula),Method,Fine,false
ExcelScript.ConditionalFormatRule,setFormulaLocal(formulaLocal),Method,Fine,false
ExcelScript.ConditionalFormatRuleType,N/A,Class,Poor,false
ExcelScript.ConditionalFormatRuleType,automatic,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,formula,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,highestValue,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,invalid,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,lowestValue,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,number,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,percent,EnumField,Missing,false
ExcelScript.ConditionalFormatRuleType,percentile,EnumField,Missing,false
ExcelScript.ConditionalFormatType,N/A,Class,Missing,true
ExcelScript.ConditionalFormatType,cellValue,EnumField,Missing,false
ExcelScript.ConditionalFormatType,colorScale,EnumField,Missing,false
ExcelScript.ConditionalFormatType,containsText,EnumField,Missing,false
ExcelScript.ConditionalFormatType,custom,EnumField,Missing,false
ExcelScript.ConditionalFormatType,dataBar,EnumField,Missing,false
ExcelScript.ConditionalFormatType,iconSet,EnumField,Missing,false
ExcelScript.ConditionalFormatType,presetCriteria,EnumField,Missing,false
ExcelScript.ConditionalFormatType,topBottom,EnumField,Missing,false
ExcelScript.ConditionalIconCriterion,N/A,Class,Fine,false
ExcelScript.ConditionalIconCriterion,customIcon,Method,Fine,false
ExcelScript.ConditionalIconCriterion,formula,Method,Poor,false
ExcelScript.ConditionalIconCriterion,operator,Method,Fine,false
ExcelScript.ConditionalIconCriterion,type,Method,Poor,false
ExcelScript.ConditionalIconCriterionOperator,N/A,Class,Poor,false
ExcelScript.ConditionalIconCriterionOperator,greaterThan,EnumField,Missing,false
ExcelScript.ConditionalIconCriterionOperator,greaterThanOrEqual,EnumField,Missing,false
ExcelScript.ConditionalIconCriterionOperator,invalid,EnumField,Missing,false
ExcelScript.ConditionalPresetCriteriaRule,N/A,Class,Poor,false
ExcelScript.ConditionalPresetCriteriaRule,criterion,Method,Poor,false
ExcelScript.ConditionalRangeBorder,N/A,Class,Poor,false
ExcelScript.ConditionalRangeBorder,getColor(),Method,Fine,false
ExcelScript.ConditionalRangeBorder,getSideIndex(),Method,Good,false
ExcelScript.ConditionalRangeBorder,getStyle(),Method,Good,false
ExcelScript.ConditionalRangeBorder,setColor(color),Method,Fine,false
ExcelScript.ConditionalRangeBorder,setStyle(style),Method,Good,false
ExcelScript.ConditionalRangeBorderIndex,N/A,Class,Missing,false
ExcelScript.ConditionalRangeBorderIndex,edgeBottom,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderIndex,edgeLeft,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderIndex,edgeRight,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderIndex,edgeTop,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,N/A,Class,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,continuous,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,dash,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,dashDot,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,dashDotDot,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,dot,EnumField,Missing,false
ExcelScript.ConditionalRangeBorderLineStyle,none,EnumField,Missing,false
ExcelScript.ConditionalRangeFill,N/A,Class,Poor,false
ExcelScript.ConditionalRangeFill,clear(),Method,Poor,false
ExcelScript.ConditionalRangeFill,getColor(),Method,Fine,false
ExcelScript.ConditionalRangeFill,setColor(color),Method,Fine,false
ExcelScript.ConditionalRangeFont,N/A,Class,Fine,false
ExcelScript.ConditionalRangeFont,clear(),Method,Poor,false
